,word,frequency
1184,trace,33
1327,sipper,33
76,kinda,33
3032,"in,",33
1801,head.aroma,33
8583,signature,32
2905,expression,32
307,middle.,32
5899,stick,32
3488,"banana,",32
1312,someone,32
209,perfectly.,32
287,mexican,32
5001,hues,32
11751,"acidic,",32
1830,"on,",32
1722,etc.,32
1861,tend,32
4346,cloying.,32
852,deserves,32
12342,acetic,32
3760,highlights,32
5273,tingly,32
1347,dusty,32
1738,lingers.,32
877,french,32
1746,lacing.this,32
4057,doubt,32
1952,certain,32
3865,ive,32
9014,flat,32
5740,settling,32
1194,try.,32
4062,ground,32
1891,tough,32
4568,slightest,32
1923,reveals,32
619,else.,32
7615,biting,32
6308,fruity.,32
5972,allows,32
2342,bouquet,32
4774,difference,32
4158,colour,31
2556,"down,",31
873,county,31
679,hardly,31
3741,"amazing,",31
3885,for.,31
2043,knock,31
487,gone,31
4829,palate;,31
2191,accompanied,31
4655,"huge,",31
4487,doughy,31
2939,bottling,31
2550,"say,",31
982,clings,31
1305,apparent,31
3464,"refreshing,",31
4438,point.,31
13535,cherries.,31
2481,8%,31
6036,"cloying,",31
4798,rising,31
712,obviously,31
523,delivers,31
1234,waiting,31
5817,cap.,31
2984,"excellent,",31
934,hoping,31
5400,wonderful.,31
2060,providing,31
1277,via,31
1692,"present,",31
1368,"small,",31
1955,creating,31
5477,pastry,31
112,taster,30
1901,"rum,",30
1022,"base,",30
395,brownish,30
7029,nose.medium,30
5105,minutes,30
5930,opening,30
2210,they're,30
1035,gently,30
4040,rich.,30
741,ratings,30
2787,inviting,30
2032,"brandy,",30
5826,sipper.,30
1376,"musty,",30
6929,"spices,",30
987,appears,30
1115,hefty,30
1159,place,30
5694,mid,30
3486,filled,30
2966,cannot,30
4972,explosion,30
2404,job,30
8493,showing,30
2595,juicy.,30
1361,abraxas,30
11357,lacing.s,30
12669,skin,30
4195,set,30
4427,sticky.,30
3425,pulpy,30
1904,heavily,30
1577,exceptionally,30
6953,"apricots,",30
5592,leading,30
902,understand,30
1781,seriously,30
14954,alpine,30
4616,lush,30
1699,100,30
1,early,30
818,however,30
7494,either.,30
1702,score,30
226,none,30
2555,turn,30
1928,kiss,30
313,disappointed,30
6656,offerings,29
2232,except,29
1810,"silky,",29
611,tremendous,29
5335,forward.,29
7363,passionfruit,29
4512,house.,29
1875,entirely,29
2631,swallow,29
669,"years,",29
15364,barleywine.,29
5842,normal,29
3010,manages,29
5901,consistent,29
6977,levels,29
4722,island,29
415,step,29
3553,"murky,",29
4588,melted,29
2677,temp,29
4605,unripe,29
3002,filling,29
2230,notice,29
4003,wrong,29
2165,superior,29
3160,"citrusy,",29
8027,dissipating,29
2374,8,29
9123,total,29
5816,later,29
1170,edges.,29
2828,biscuit,29
8228,stellar,29
2945,"flavorful,",29
2830,hazy.,29
2450,thing.,29
5497,batter,29
8331,school,29
9673,german,29
4296,"anise,",29
3208,"straw,",29
3792,"before,",29
3234,combo,29
4570,wave,29
4181,goose,29
2490,personally,29
3927,non,29
2455,gotten,29
3523,"earth,",29
936,variant,28
1553,complimented,28
9560,"now,",28
1224,beans,28
2648,ank,28
12348,saison.,28
1852,blown,28
1883,easier,28
3420,outside,28
5241,throat,28
6095,keeping,28
5190,strongly,28
7167,"bit,",28
1212,teku.,28
14728,"prune,",28
2877,"quality,",28
5261,it!,28
5863,250,28
2326,course,28
527,scent,28
3173,generous,28
2742,"dankness,",28
2943,"resinous,",28
4392,bits,28
842,complete,28
1116,share.,28
5873,store,28
1328,overall.,28
6296,taken,28
492,builds,28
21077,jackie,28
521,overpowering.,28
11140,tart.,28
11034,horse,28
1815,licorice.,28
11771,tannins,28
8024,"red,",28
3954,features,28
3697,glass.s:,28
9006,"throughout,",28
5698,semi-sweet,28
1503,well-balanced,27
11648,2012,27
11650,pinkish,27
718,saying,27
10251,chalky,27
7077,onto,27
12182,ales,27
3585,class.,27
4669,"intense,",27
1628,variants,27
1969,(not,27
4015,mixing,27
10971,aspects,27
7034,world-class,27
10883,puckering,27
6178,smoked,27
4724,floating,27
6500,consistency,27
3863,cream.,27
4229,smoothness,27
432,secondary,27
2152,"point,",27
268,tasted.,27
1447,allowed,27
651,world.,27
15549,"prunes,",27
2493,i’ll,27
3322,"middle,",27
4519,healthy,27
15273,barleywines,27
3012,drinkability.,27
748,opportunity,27
5766,fade,27
202,first.,27
6613,carbonated.,27
3715,"really,",27
1354,dates,27
849,of.,27
6069,list,27
3163,wasn’t,27
9847,"cake,",27
5327,"side,",27
5160,boy,27
792,"awesome,",27
5153,honeydew,27
4836,cheers!,27
1680,winter,27
3801,tangerine.,27
1652,thin.,27
3967,shines,27
4852,"enjoyable,",27
345,plums,27
387,chewy.,27
8010,lacing.aroma,26
166,days.,26
4783,lemon.,26
4044,"warming,",26
804,"bold,",26
4576,provide,26
482,begins,26
4911,sit,26
4080,baking,26
286,par,26
162,cool,26
1288,evident,26
1492,experienced,26
2011,refined,26
2810,pliny,26
5212,weak,26
1341,toast,26
3521,strong.,26
3044,effort,26
8577,actual,26
4947,underneath,26
894,extreme,26
1973,"then,",26
2683,dank.,26
5920,unpleasant,26
5621,figs,26
2675,spiegelau,26
1927,"mild,",26
3107,inside,26
7497,recently,26
703,obvious,26
183,tried.,26
704,whatever,26
3141,mandarin,26
8348,"solid,",26
9957,hell,26
4259,spots,26
4361,sparse,26
4024,leans,26
8372,read,26
7561,create,26
4023,release.,26
731,number,26
3495,backed,26
984,holy,26
2529,play,26
6981,champagne,26
3592,"nectarine,",26
10946,san,26
602,five,26
426,swirl,26
1013,"cola,",26
1030,cuts,26
8076,honey.,25
11168,life,25
4414,brilliant,25
4105,cracked,25
1248,coated,25
13120,center,25
14147,trillium.,25
6899,subtly,25
2488,assertive,25
11338,traded,25
5750,leather.,25
3139,zest.,25
11209,lacks,25
2886,dull,25
17201,tuesday,25
3551,glass.pours,25
2731,resin.,25
3937,"woody,",25
11408,pie,25
1428,tip,25
5148,component,25
7371,citric,25
6528,pear,25
15306,"toasty,",25
4891,missing,25
1943,"fantastic,",25
5958,"frothy,",25
2536,pops,25
9351,hand,25
10475,"grains,",25
5240,"mouth,",25
6542,capped,25
5242,"burn,",25
4196,somewhere,25
9344,port,25
4365,disappointed.,25
6674,biggest,25
11778,"fizzy,",25
3093,worked,25
1871,reminded,25
5271,heavier,25
4286,degree,25
1860,often,25
4312,lacings,25
1318,"peppers,",25
10581,sips,25
4513,brews,25
6090,"velvety,",25
13880,raspberries.,25
1826,allowing,25
10145,"stuff,",25
5016,bone,25
23169,porter.,25
434,"perfect,",25
13022,sediment,25
5707,sometimes,25
7113,blue,25
641,needed,25
11141,prevalent,24
1785,candy.,24
2446,save,24
9519,"follows,",24
3292,terrific,24
13480,vegetal,24
743,dont,24
2968,ipa's,24
3038,change,24
8075,"sherry,",24
11067,lacto,24
1818,apple.,24
2229,"back,",24
9920,"warm,",24
6093,sauce,24
2591,hearty,24
6362,funkiness,24
439,"incredible,",24
5525,impressive.,24
7473,aromatic,24
20018,crisp.,24
7074,"lambic,",24
2645,"dipa,",24
71,breweries,24
1486,ancho,24
2870,"brewery,",24
781,pay,24
10381,"gold,",24
5617,collar.,24
2930,wife,24
20187,flora,24
4903,touches,24
20545,"much,",24
3117,"nicely,",24
4013,putting,24
2030,minute,24
1441,turned,24
7786,goodness.,24
8674,translucent,24
2018,intense.,24
9623,sets,24
3965,dialed,24
3274,yeast.,24
2508,"finger,",24
4244,wood.,24
2892,neither,24
19744,"robustness,",24
1516,hate,24
2826,heavy.,24
13393,ones,24
3407,creamsicle,24
6532,pleasant.,24
572,swallow.,24
216,lingered,24
7041,run,24
243,toffee.,24
1978,wonder,24
2563,"pleasant,",24
2857,surprise,24
1803,increasing,24
6032,winner,23
4666,develops,23
4670,peak,23
2758,juiciness,23
2285,known,23
5649,no.,23
5827,savory,23
2300,"day,",23
2784,looked,23
4493,attractive,23
6693,"citra,",23
6466,"ago,",23
4654,hazed,23
2691,supporting,23
2160,everyone,23
2376,ago.,23
2688,"sharp,",23
2521,maltiness,23
2862,fact,23
3787,crackery,23
4347,syrupy.,23
9764,cake.,23
11486,hazelnut,23
11372,cookie,23
4144,phenomenal.,23
11337,15.5oz,23
529,met,23
7014,"jam,",23
8071,almond,23
10036,moving,23
1232,fudge.,23
7262,finish.m:,23
1196,kept,23
8131,rustic,23
4973,peachy,23
728,opinion.,23
739,thinking,23
762,ways,23
4036,serious,23
10386,pass,23
3182,"ipas,",23
11065,"tannins,",23
3797,spectacular,23
17514,powder,23
10999,bottl,23
1958,weird,23
4054,lends,23
13010,lacing.aromas,23
7168,fun,23
1926,light-medium,23
9740,enjoying,23
961,sampled,23
3704,leafy,23
3127,tap.,23
2,morning,23
2106,becoming,23
6923,"lemons,",23
12445,bruery,23
1684,enjoy.,23
3017,medium-bodied,23
1786,largely,23
9298,aging.,23
114,stop,23
11748,cork,23
3918,toppling,23
1496,"while,",23
7747,alcoholic,23
2065,lead,23
2069,"nibs,",23
3304,"collar,",23
8989,500,23
3192,headaroma:,22
3385,"course,",22
4720,"white,",22
8208,(or,22
11039,acidic.,22
2211,harmony,22
5239,strength,22
13820,acquired,22
11093,jester,22
4697,waited,22
11591,lactose.,22
4559,highest,22
1734,before.,22
6177,roastiness,22
11532,"bomb,",22
3476,stamped,22
4239,cherry.,22
8184,"top,",22
8085,meld,22
6472,fading,22
6367,over.,22
3172,tremendously,22
10736,pulp,22
3175,bif,22
5342,parts,22
5216,about.,22
6370,showcases,22
8163,lacing.aroma:,22
18199,milk/dark,22
1155,personal,22
7331,tobacco.,22
4216,reputation.,22
5187,july,22
1885,"yes,",22
4362,head.smell:,22
8164,"barnyard,",22
8172,picking,22
3112,"bready,",22
3169,executed,22
5136,brief,22
5606,fl.,22
375,notes;,22
8619,stickiness,22
8665,drier,22
4591,milkshake,22
686,unfortunately,22
681,"appearance,",22
530,deeply,22
4672,melon.,22
348,backend.,22
13064,"sauce,",22
2821,canning,22
9436,westvleteren,22
106,poor,22
4862,glass.appearance:,22
3019,dryness.,22
2092,"be,",22
6901,apricots.,22
1983,chilies,22
537,delight,22
10438,sue,22
5005,dough,22
4055,warmth.,22
4675,whipped,22
2629,flavours,22
3225,"house,",22
10643,12%,22
6027,october,21
2833,cup,21
1511,matter,21
3914,finish;,21
11651,funky.,21
4872,medium-high,21
6483,forth,21
2875,artificial,21
2796,"golden,",21
295,"you,",21
10518,temperature,21
8270,element,21
11855,dankness.,21
19832,"lactose,",21
4797,"beautiful,",21
4549,remind,21
6096,age.,21
1603,temperature.,21
1765,common,21
4247,melds,21
2315,"hop,",21
73,right.,21
9,buttery,21
6558,wisps,21
9201,previous,21
10502,im,21
441,tinge,21
2407,full.,21
1244,popped,21
2901,check,21
6020,today,21
5137,moment,21
10197,high.,21
2668,dipas,21
5587,sp,21
1119,bunch,21
8688,review.,21
4552,particular,21
10099,2020.,21
5941,long.,21
10040,ultimately,21
566,sting,21
4628,size,21
2724,7,21
939,vintage;,21
3984,price.,21
1272,"brownies,",21
827,beginning,21
2736,significant,21
2737,herbaceous,21
9807,sat,21
1338,dies,21
11455,1/2,21
6063,parabola,21
764,mature,21
1754,smokey,21
6914,fonteinen,21
4183,assume,21
2240,warmed.,21
6781,game,21
6756,wheaty,21
7083,"foam,",21
7144,solid.,21
5388,compare,21
4472,bursts,21
3074,offering.,21
1938,odd,21
7038,2011,21
13452,yielded,21
4741,sheets,21
7411,mentioned,21
5339,paid,21
5406,killer,21
2217,final,21
1979,"was,",21
6898,lambics,21
3389,delightful,21
6885,far.,21
4357,equal,21
4046,disappeared,20
5027,showcase,20
11494,carb.o,20
11492,booziness.f,20
2935,you’re,20
5043,influence,20
8438,street,20
3142,grape.,20
3539,"berry,",20
5199,finest,20
1396,night.,20
11462,viscous.,20
5074,nectar,20
7282,fig,20
5081,visit,20
1251,some.,20
6183,butterscotch,20
10921,"age,",20
5593,compliments,20
4558,written,20
8566,interesting.,20
6289,you.,20
7214,place.,20
3054,march,20
5142,cantaloupe,20
6351,"best,",20
5333,oil.,20
2440,"ok,",20
6005,lets,20
2633,"neipa,",20
9043,series,20
2770,alchemist,20
3962,bomb!,20
8929,chestnut,20
5832,kbs,20
5794,prune,20
5777,shelf,20
9532,cellar.,20
3919,goliath,20
4982,fragrant,20
5746,"batter,",20
9440,kicks,20
138,general,20
15547,nuts,20
5417,monster,20
4665,blueberries,20
33,sugars,20
440,metallic,20
9874,released,20
9876,dots,20
3841,trillium's,20
10300,peaches.,20
1465,"2018,",20
10186,bottle:,20
3251,airy,20
10175,closely,20
4966,"full-bodied,",20
8725,other.,20
10065,streaming,20
626,significantly,20
9191,told,20
3993,char.,20
10022,esters,20
4954,"more,",20
2029,quarter,20
15284,favorites,20
12573,chardonnay,20
5055,strength.,20
1615,order,20
6573,nuance,20
2969,consider,20
1689,2017.,20
1703,result,20
7339,finish.overall:,20
2366,ok,20
1590,stuck,20
1563,"barrels,",20
10446,content,19
2638,lacing.the,19
2170,possible,19
8406,clean.,19
3807,guy,19
4391,baker's,19
7685,herbs,19
4333,unique.,19
1607,us,19
7114,"cheese,",19
17534,ethanol,19
844,smoke.,19
10482,"bubbles,",19
6137,graham,19
816,focus,19
5014,stunning,19
16030,oude,19
10470,weed,19
8397,fill,19
11909,"cantaloupe,",19
3056,following,19
3055,2nd,19
1145,sized,19
3753,fantastic!,19
12840,moves,19
1083,mixes,19
1081,shit,19
4379,compliment,19
4560,expectations.,19
10954,trade.,19
3536,"background,",19
7719,sensation,19
4073,"foamy,",19
6175,watery,19
996,six,19
3478,working,19
4234,starting,19
8340,yellow-orange,19
10302,anniversary,19
11905,hitting,19
3000,"away,",19
1782,"off,",19
4847,detect,19
4646,not.,19
4896,wispy,19
5821,look.,19
3294,expensive,19
4721,bubbled,19
7491,appealing,19
208,match,19
5430,became,19
12355,garde,19
5644,draft.,19
5747,mix.,19
6959,admit,19
7429,loaded,19
65,missed,19
1757,brandy.,19
2852,nature,19
3329,smoothie,19
9197,longer,19
2303,same.,19
5272,"bod,",19
2328,concentrated,19
3991,roast.,19
12740,muddy,19
2005,b2,19
8720,fingernail,19
10090,home.,19
636,buddy,19
625,dominating,19
3995,warming.,19
12162,range,19
3834,buying,19
474,viscosity,19
2027,"snifter,",19
9949,playing,19
9936,full-bodied,19
4951,"grain,",19
7017,medicinal,19
3341,paired,19
484,lips,19
5635,effervescence.,19
1188,was.,19
4308,midnight,19
1358,develop,19
1336,"look,",19
1225,"prominent,",19
2452,bill,19
11784,pit,19
3138,"flowers,",19
1275,edition,19
2434,blending,19
1357,continue,19
4221,(in,19
7324,oxidation,19
11471,"bacon,",19
11488,body.s,19
4176,means,19
2410,"bite,",19
6430,what's,19
8104,geuze,19
13876,wisp,19
11669,"amber,",19
5796,minus,18
4622,face.,18
1446,stood,18
5299,2010,18
2817,preferred,18
11635,bretty,18
1633,opinion,18
652,regardless,18
5748,creme,18
6373,perfection,18
6984,consistency.,18
6985,fermented,18
2894,brother,18
7472,"large,",18
3698,terribly,18
6972,apricot.,18
4677,intriguing,18
638,called,18
2998,dig,18
4420,(as,18
960,"review,",18
4529,ended,18
6487,building,18
5745,fudgey,18
4539,hoped,18
4960,"earthiness,",18
4000,elite,18
6170,covering,18
15127,corked,18
10602,cloyingly,18
5757,4.75,18
2798,head.s,18
3703,papaya.,18
3803,scant,18
4154,cellared,18
14535,wants,18
19916,bourbon/oak,18
10316,pushing,18
3555,"lush,",18
10464,a-,18
833,meets,18
9005,upfront.,18
838,perfection.,18
7081,yogurt,18
3302,foam;,18
11610,kriek,18
10293,joy,18
13597,hangs,18
9699,highlighting,18
866,saw,18
9882,sunday,18
5615,finely,18
2662,enticing,18
2465,clarity,18
14502,remarkably,18
889,adjuncts.,18
9555,"also,",18
5630,mind.,18
10882,vinegar.,18
1331,"nutmeg,",18
1063,whale,18
17,blood,18
10016,grass.,18
8842,wrapped,18
3189,"drinking,",18
501,coat,18
5586,ris,18
5710,malted,18
6931,acid.,18
2234,primarily,18
9247,"liquid,",18
6619,"them,",18
1205,good!,18
3678,imo.,18
8804,winner.,18
5739,receding,18
1896,ahead,18
7361,steady,18
6595,hue.,18
6248,nuances,18
5364,hour,18
9255,belgium,18
12941,:,18
583,wax,18
7759,"barley,",18
4780,heads,18
5392,have.,18
5514,accents,18
7004,plastic,18
3979,lot.,18
5084,variety,18
2219,mellowed,18
7267,tier,18
2038,stay,18
4306,temp.,18
5086,reviews,18
717,"thing,",17
2729,"clementine,",17
6835,tone,17
6803,favorite.,17
12545,defined,17
12252,la,17
31237,"walnuts,",17
4268,ending,17
12326,"acid,",17
3658,astringency,17
7400,"yeah,",17
7102,"offering,",17
1426,two.,17
9688,lacing.smells,17
730,isnt,17
4984,neipas,17
5633,contained,17
5319,virtually,17
12134,"delicate,",17
4254,approachable,17
2304,topper,17
7564,exception.,17
2045,carry,17
12454,"looking,",17
5918,combine,17
8883,mellows,17
8886,borderline,17
1490,rounds,17
7232,delicious!,17
637,mine,17
5915,nuttiness,17
5908,"round,",17
10019,tightly,17
3340,finish.mouthfeel,17
6913,drie,17
4336,"together,",17
5488,logic,17
7366,beneath,17
3342,"moderate,",17
10120,depth.,17
3102,mainly,17
2250,seeing,17
416,shy,17
2325,recommended,17
9184,drinker,17
9728,"barleywine,",17
6834,combined,17
5897,insane,17
4629,dinner,17
2665,"and,",17
4535,to.,17
8175,brew!,17
5461,settled,17
8354,special.,17
6193,session,17
3396,ivory,17
3905,clinging,17
3681,proper,17
4755,booziness.,17
3573,previously,17
2072,finisho-,17
1936,"noticeable,",17
4567,"effervescent,",17
1772,finish.this,17
8060,crushed,17
8390,hf.,17
3080,california,17
12666,flavorful.,17
1944,cbs,17
942,harvest,17
4434,brown/black,17
7477,legendary,17
10939,damp,17
6201,doesnt,17
10943,knew,17
1919,shade,17
6294,"start,",17
6291,crystal,17
2868,satisfying,17
3184,comparison,17
55,noticeable.,17
5133,essentially,17
19451,chile,17
8224,"cognac,",17
5129,rises,17
8226,"texture,",17
3761,streaks,17
68,aside,17
9276,unfiltered,17
13810,finish.overall,17
9120,grand,17
8261,resulting,17
3134,active,17
6119,blend.,17
8398,february,17
4485,"kiwi,",17
3045,get.,17
4355,"2017,",17
4766,(but,17
913,"class,",17
10492,"cracker,",17
7129,"fruitiness,",17
13267,alter,17
298,smells.,17
3541,"strawberry,",17
5576,distinctive,17
2878,gonna,17
11732,lambic.,17
9568,january,17
316,blow,17
7486,"pithy,",17
2583,"opinion,",17
10630,nibs,17
1599,traces,17
6865,lending,17
4463,firestone,17
3491,"swallow,",17
3072,"aftertaste,",17
